name,category,rating_value,rating_count,StoryLine,keywords,Genres
化外國度 ,Western,8.6,92759.0,"The town of Deadwood, South Dakota in the weeks following the Custer massacre is a lawless sinkhole of crime and corruption. Into this uncivilized outpost ride a disillusioned and bitter ex-lawman, Wild Bill Hickok, and Seth Bullock, a man hoping to find a new start for himself. Both men find themselves quickly on opposite sides of the legal and moral fence from Al Swearengen, saloon owner, hotel operator, and incipient boss of Deadwood. The lives of these three intertwine with many others, the high-minded and the low-lifes who populate Deadwood in 1876.","['saloon', 'profanity', 'violence', 'outlaw', 'greed']","['Crime', 'Drama', 'History', 'Western']"
烈火邊境 (2016),Western,6.9,50703.0,"Set during the Civil War, Free State of Jones tells the story of defiant Southern farmer, Newt Knight, and his extraordinary armed rebellion against the Confederacy. Banding together with other small farmers and local slaves, Knight launched an uprising that led Jones County, Mississippi to secede from the Confederacy, creating a Free State of Jones. Knight continued his struggle into Reconstruction, distinguishing him as a compelling, if controversial, figure of defiance long beyond the War.","['civil war', 'american civil war', 'shot in the head', 'pocket watch', 'man carrying a man']","['Action', 'Biography', 'Drama', 'History', 'War', 'Western']"
絕命終結者 (1993),Western,7.8,124158.0,"After success cleaning up Dodge City, Wyatt Earp moves to Tombstone, Arizona, and wishes to get rich in obscurity. He meets his brothers there, as well as his old friend Doc Holliday. A band of outlaws that call themselves The Cowboys are causing problems in the region with various acts of random violence, and inevitably come into confrontation with Holliday and the Earps, which leads to a shoot-out at the O.K. Corral.","['wyatt earp character', 'two gun holster', 'double gun holster', 'tucson arizona', 'benson arizona']","['Action', 'Biography', 'Drama', 'History', 'Western']"
黑塔 (2017),Western,5.6,125310.0,"11-year-old Jake Chambers experiences visions involving a Man in Black who seeks to destroy a Tower and bring ruin to the Universe while a Gunslinger opposes him. However, Jake's mother, stepfather and psychiatrists dismiss these as dreams resulting from the trauma of his father's death the previous year. At his apartment home in New York City, a group of workers from an alleged psychiatric facility offer to rehabilitate Jake; recognizing them from his visions as monsters wearing human skin, he flees from the workers who give chase. Jake tracks down an abandoned house from one of his visions where he discovers a high-tech portal that leads to a post-apocalyptic world called Mid-World..","['based on novel', 'prophetic dream', 'another world', 'parallel dimension', 'dimensional portal']","['Action', 'Adventure', 'Fantasy', 'Horror', 'Sci-Fi', 'Western']"
西部老巴的故事 (2018),Western,7.3,117408.0,"Six tales of life and violence in the Old West, following a singing gunslinger, a bank robber, a traveling impresario, an elderly prospector, a wagon train, and a perverse pair of bounty hunters.","['episodic structure', 'cowboy', 'new mexico desert', 'new mexico territory', 'arizona desert']","['Comedy', 'Drama', 'Musical', 'Mystery', 'Romance', 'Western']"
黃昏三鏢客 (1966),Western,8.8,677585.0,"Blondie (The Good) (Clint Eastwood) is a professional gunslinger who is out trying to earn a few dollars. Angel Eyes (The Bad) (Lee Van Cleef) is a hitman who always commits to a task and sees it through, as long as he is paid to do so. And Tuco (The Ugly) (Eli Wallach) is a wanted outlaw trying to take care of his own hide. Tuco and Blondie share a partnership together making money off of Tuco's bounty, but when Blondie unties the partnership, Tuco tries to hunt down Blondie. When Blondie and Tuco come across a horse carriage loaded with dead bodies, they soon learn from the only survivor, Bill Carson (Antonio Casale), that he and a few other men have buried a stash of gold in a cemetery. Unfortunately, Carson dies and Tuco only finds out the name of the cemetery, while Blondie finds out the name on the grave. Now the two must keep each other alive in order to find the gold. Angel Eyes (who had been looking for Bill Carson) discovers that Tuco and Blondie met with Carson and knows ...","['spaghetti western', 'shootout', 'famous opening theme', 'man with no name', 'outlaw']",['Western']
百萬種硬的方式 (2014),Western,6.1,173953.0,"Set in 1882 in the American west, Albert is a lowly farmer with a nice girlfriend. But when she leaves him for the more successful and handsome owner of a moustachery store, Albert returns to his lonely daily life of trying to avoid death. Then the mysterious Anna rides into town and captures Albert's interest and heart, but with her deadly husband in town, Albert is going to have to become the western gun-slinging hero he never was. It won't be easy because there are a million ways to die in the west.","['western spoof', '1880s', 'abraham lincoln impersonator', 'loud sex', 'poison']","['Comedy', 'Western']"
Wynonna Earp ,Western,7.4,17581.0,"Based on the IDW Comic, Wynonna Earp follows Wyatt Earp's great great-granddaughter as she battles demons and other creatures. With her unique abilities and a posse of dysfunctional allies, she's the only thing that can bring the paranormal to justice.","['based on comic', 'idw comics', 'wyatt earp', 'demon', 'battle']","['Action', 'Drama', 'Fantasy', 'Mystery', 'Thriller', 'Western']"
豪勇七蛟龍 (1960),Western,7.7,86482.0,"A bandit terrorizes a small Mexican farming village each year. Several of the village elders send three of the farmers into the United States to search for gunmen to defend them. They end up with seven, each of whom comes for a different reason. They must prepare the town to repulse an army of thirty bandits who will arrive wanting food.","['friendship', 'showdown', 'hamlet', 'corn', 'remake']","['Action', 'Adventure', 'Western']"
回到未來3 (1990),Western,7.4,398122.0,"Stranded in 1955, Marty McFly receives written word from his friend, Doctor Emmett Brown, as to where can be found the DeLorean time machine. However, an unfortunate discovery prompts Marty to go to his friend's aid. Using the time machine, Marty travels to the old west where his friend has run afoul of a gang of thugs and has fallen in love with a local schoolteacher. Using the technology from the time, Marty and Emmett devise one last chance to send the two of them back to the future.","['year 1955', 'year 1885', 'woman', 'purple dress', 'girl next door']","['Adventure', 'Comedy', 'Sci-Fi', 'Western']"
無神之境 ,Western,8.3,48663.0,"Notorious criminal Frank Griffin and his gang of outlaws are on a mission -- get revenge on Roy Goode, a former protege who betrayed the brotherhood. On the run, Roy seeks refuge in isolated mining town La Belle, N.M., where he lives with Alice Fletcher, a hardened widow and outcast. When word reaches La Belle, which is governed mainly by women, that Griffin is headed there, the residents of the town band together to defend against his murderous gang.","['revisionist western', 'cowboy', 'gunslinger', 'tv mini series', 'horse wrangler']","['Drama', 'Western']"
戰斧骨 (2015),Western,7.1,83641.0,"After an outlaw unknowingly leads a band of cannibalistic Troglodytes into the peaceful western town of Bright Hope, the monsters kidnap several settlers, including the wife of a local rancher. Despite his injured leg the rancher joins a small rescue party with the sheriff, his aging deputy and a strong-willed gunslinger. What follows is a journey into hell on earth as the posse comes to realize it is up against a foe whose savagery knows no bounds. The film takes place at the turn of the century around the border of what is now Texas and New Mexico.","['rescue', 'ambush', 'wilderness', 'held captive', 'native american']","['Drama', 'Horror', 'Western']"
狂沙十萬里 (1968),Western,8.5,297965.0,"Jill McBain travels to the wild frontier; Utah - where she and her new husband planned to settle down. Upon arrival, she finds him and his children dead. There's a lot of land, and potential, but there's those who want to take it - at any cost. Even if it means killing a man and his kids.","['harmonica', 'woman in bathtub', 'widow', 'former prostitute', 'railway station']",['Western']
